('00', 2),-48.10279871649058
('20022', 2),8.357864087683973
('20222', 0),15.876441709608667
('20220', 1),10.03461653399567
('00222', 2),6.618665004151092
('02222', 2),7.225371810059564
('22222', 0),13.525049433099847
('20212', 0),14.249023813249238
('20112', 1),5.452465860992543
('22212', 2),7.744831308082548
('22211', 1),-35.75207527928797
('02211', 2),7.897226883427473
('02011', 1),6.6300685103579635
('02221', 0),16.20068147610728
('22221', 1),7.537912418461849
('22201', 1),7.619940031449388
('20201', 1),4.590993536070095
('20202', 1),4.48463618499148
('22220', 2),5.29354401428307
('22210', 2),4.86147154655875
('22122', 1),3.8049625710512105
('22112', 2),5.577979711167278
('22110', 1),5.141885614443311
('21221', 0),16.6990056821998
('21121', 1),9.375227574468196
('21122', 0),16.990127554192497
('21112', 2),-34.51374871037461
('11112', 0),-32.89917938324801
('11111', 2),-57.131684996346145
('11110', 1),-28.237201882736336
('00', 1),-56.835570313786945
('12211', 0),-25.50034595144773
('11221', 0),18.62955377068711
('12111', 2),3.367050986655827
('21111', 2),7.3318960232593735
('11211', 2),-31.705432529047474
('12112', 2),5.565736873120919
('11122', 2),6.438541256239013
('11121', 0),-29.532268544793325
('11110', 2),-32.069607133984476
('11210', 2),9.209694501885265
('11212', 1),4.34593637069475
('11112', 1),-4.689213564820058
('11112', 2),-41.66239592383961
('12121', 2),-1.5459158455811224
('22121', 2),2.8167937429809253
('22111', 1),4.3736431824693955
('02111', 1),-0.05224309365276003
('00211', 1),11.211481610473584
('00221', 0),19.345058355574672
('00021', 2),3.005964078441461
('22021', 0),-27.9092987758615
('22022', 2),5.106248380472324
('22011', 2),4.13461572215664
('20111', 1),4.319051354804678
('20011', 1),4.19579175704848
('22001', 1),5.5343855403543
('22002', 1),6.252875122398041
('22202', 1),10.004094002318867
('22200', 0),18.70991481414099
('21100', 0),15.913032806286878
('11100', 2),5.171191808491247
('11220', 0),18.365563729172287
('11200', 1),4.790549955656406
('11120', 2),5.931162704162545
('11222', 0),13.80148876287816
('11110', 0),11.346000503587568
('12212', 1),6.574906418422831
('20211', 1),-34.625985536648
('20221', 0),16.953507669514924
('20021', 1),-34.132289989270596
('20001', 1),3.2475786827128825
('22000', 0),9.743694438472803
('21200', 1),6.734582330512244
('21120', 2),8.27720615306506
('21220', 1),8.99873033809704
('21202', 1),8.275750907462896
('21222', 0),17.09821518922579
('11202', 2),4.677040268391245
('12222', 0),16.690709464432246
('12122', 1),4.203746758171814
('11101', 0),14.149396689546156
('21101', 0),15.654466202057765
('21102', 0),20.136836076690024
('11102', 2),-0.2957069620957533
('11002', 2),4.785972127450849
('11001', 2),9.545321951731683
('12001', 0),16.956797586521223
('22020', 1),5.229414689220071
('10222', 2),11.738142804305626
('10111', 1),2.9165854264872837
('10211', 1),4.876849331297713
('10011', 1),6.080308371006138
('12011', 2),5.832567538811537
('11020', 2),7.612023632170981
('10220', 0),18.65453352730984
('10021', 2),8.736398152189855
('02122', 1),4.373153242981627
('02112', 1),3.7780357189455978
('02212', 2),4.900720212446676
('21002', 1),5.982292750921803
('12220', 1),10.08692919632024
('11000', 0),13.436999465445513
('00112', 2),4.510851978946653
('01110', 0),16.25823779668842
('01112', 1),7.01885375317174
('01111', 0),4.546755099816611
('10002', 2),5.517664498595601
('10022', 1),4.4727237075294655
('10202', 0),11.779967284960925
('12202', 1),8.247025561775818
('02202', 1),6.90662954533397
('00', 0),-51.06265847866459
('00220', 1),5.915882357196244
('00122', 2),4.320563409183509
('00120', 0),10.111439632549388
('00110', 2),2.2188207153152
('22102', 1),8.76572212136033
('11022', 1),4.248858516159022
('12022', 1),4.318844001332529
('12002', 2),5.092734545938792
('00111', 2),-35.99141507784226
('20122', 0),6.592989932973317
('20012', 2),7.890066254446862
('01111', 1),6.484413779134055
('01111', 2),-36.794938769602794
('00212', 0),16.266620002741597
('00121', 1),3.3114337536275054
('20121', 1),3.6569657590550184
('22100', 1),8.849583981162125
('01211', 0),5.0
('21211', 2),11.167635117815072
('11012', 2),1.0
('11011', 1),6.034470547550774
('10001', 1),7.008479783576985
('12020', 0),17.006902874688123
('12021', 0),13.852183427272669
('10221', 1),5.794861308970655
('11201', 1),5.489827585847892
('12200', 1),9.026023387762317
('22021', 2),5.155355756037925
('22021', 1),5.635001138350222
('22120', 1),5.788704586007068
('12110', 0),14.097789248089866
('02110', 1),0.19999999999999996
('01120', 2),1.0689688412159999
('01122', 0),10.127173470838168
('01121', 2),5.267463394922301
('11111', 0),-24.556855382535822
('11111', 1),-56.12167580490139
('12221', 0),15.508769132079276
('12111', 1),1.5551804468062624
('12111', 0),-28.206133325263387
('12000', 0),11.625683867162989
('11102', 0),14.808935148655182
('00022', 2),2.5556246811698777
('02120', 2),4.59840284802843
('20120', 2),0.9232
('20110', 1),3.9687772018660876
('10012', 1),2.29671460396299
('21212', 1),3.4542864231794406
('21111', 0),9.303657377080617
('21111', 1),-33.90189280129854
('10201', 1),4.122815846236673
('11121', 2),0.7504633404306764
('11121', 1),5.495119570624287
('02200', 0),19.191143753504825
('21001', 2),1.95777410590832
('11021', 1),2.289525467944629
('21112', 0),18.351617408328742
('21112', 1),11.236615867298175
('20020', 2),5.495969477559227
('02220', 0),13.999659054303807
('22111', 0),-22.86830734224183
('00011', 1),4.923950900255928
('02021', 1),3.3236370055529805
('22111', 2),-24.68562450804126
('00202', 1),1.0
('12211', 1),8.866564670399733
('12211', 2),-35.688904025346204
('11211', 1),-23.792881896803557
('22211', 2),12.107223544157897
('22211', 0),13.434996882645912
('20021', 2),11.662329476616796
('12201', 0),5.0
('20021', 0),17.438504145948038
('11211', 0),20.396119055437584
('22012', 1),4.039168838357835
('02201', 0),15.465301223646465
('01201', 1),1.3706726843940864
('01101', 2),1.3918646731874742
('01102', 1),5.926687346208718
('21201', 1),4.838910641163651
('02111', 2),-2.2752778544397607
('02111', 0),13.359217223219668
('01200', 2),0.19999999999999996
('01100', 2),5.734375493177044
('00000', 2),4.126297878130081
('00002', 1),4.10562534966206
('00001', 0),6.322430349244064
('01212', 2),3.8263512827150175
('12101', 2),1.0
('20211', 2),-27.60513955192166
('20211', 0),17.206658794211265
('11221', 2),-28.538324392887652
('11221', 1),-35.416066627092654
('21110', 2),8.372608624950828
('00111', 1),6.154828379423645
('00111', 0),-31.65515579392001
('12120', 1),1.0
('02121', 2),1.0
('02001', 1),1.8670588744207204
('21022', 2),1.0
('21021', 1),0.19999999999999996
('02022', 2),4.2701794695577515
('21000', 2),4.765823749448411
