0,-56.099999999999916
1,-63.199999999999946
2,-24.69999999999996
3,-76.29999999999998
4,-21.300000000000125
5,-44.6999999999999
6,-92.6
7,6.099999999999554
8,-20.10000000000008
9,-77.89999999999999
10,-69.49999999999999
11,-73.99999999999999
12,12.29999999999967
13,23.399999999999466
14,-64.59999999999997
15,-60.399999999999935
16,-83.0
17,-67.39999999999998
18,-61.89999999999994
19,-58.29999999999993
20,-28.89999999999999
21,-58.79999999999994
22,-45.99999999999993
23,-67.89999999999998
24,-64.09999999999997
25,-80.2
26,-44.899999999999935
27,-97.5
28,-58.69999999999994
29,2.19999999999969
30,-63.99999999999997
31,-91.8
32,-79.19999999999999
33,-7.20000000000023
34,-78.3
35,-60.89999999999996
36,-14.099999999999994
37,-93.0
38,-68.89999999999996
39,-10.100000000000165
40,-88.80000000000001
41,-78.0
42,-92.7
43,-87.2
44,-100
45,-60.09999999999996
46,-87.30000000000001
47,-48.79999999999993
48,-17.000000000000114
49,-100
50,-88.0
51,-99.4
52,-97.7
53,-8.900000000000205
54,-81.0
55,-49.999999999999915
56,-69.49999999999999
57,-77.99999999999999
58,-81.3
59,-83.0
60,-92.60000000000001
61,-9.200000000000173
62,-70.59999999999997
63,-20.200000000000045
64,-79.0
65,-92.2
66,-92.6
67,-64.99999999999997
68,-93.1
69,-88.4
70,-98.8
71,-97.8
72,-100
73,-75.1
74,-22.80000000000004
75,30.699999999999534
76,-83.0
77,52.79999999999944
78,-68.79999999999997
79,-93.0
80,-21.0
81,-7.300000000000168
82,-45.39999999999996
83,-82.9
84,-100
85,-100
86,-85.60000000000001
87,-83.0
88,-46.09999999999992
89,-78.4
90,-12.700000000000145
91,-50.299999999999955
92,-83.5
93,-77.79999999999998
94,-70.39999999999998
95,-77.8
96,-65.19999999999997
97,-66.09999999999998
98,-88.2
99,-62.899999999999956
100,-69.29999999999997
101,-92.6
102,-30.99999999999997
103,-69.59999999999997
104,-50.899999999999935
105,-14.900000000000034
106,10.19999999999969
107,-73.09999999999997
108,-93.1
109,-17.50000000000003
110,39.59999999999954
111,-5.100000000000193
112,-92.6
113,-88.2
114,-93.0
115,-92.9
116,-73.99999999999999
117,-82.6
118,-55.49999999999995
119,-22.80000000000001
120,-70.6
121,-24.30000000000004
122,-13.800000000000125
123,-34.9999999999999
124,-6.2000000000001165
125,-74.19999999999999
126,47.899999999999466
127,-78.0
128,-82.7
129,-55.49999999999995
130,-1.8000000000002103
131,19.899999999999693
132,-79.3
133,-98.1
134,-100
135,-64.99999999999997
136,-70.79999999999998
137,-93.3
138,-82.0
139,-100
140,-54.69999999999995
141,-97.2
142,-89.2
143,-56.19999999999997
144,-93.5
145,-88.7
146,42.19999999999956
147,54.49999999999949
148,-100
149,68.69999999999925
